Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	chart_v1	33	9	0	0.724942	1	-1
ART-D	chart_v1	34	9	0	0.275646	1	-1
ART-D	chart_v1	35	9	0	0.190095	1	-1
ART-D	chart_v1	36	9	0	0.203454	1	-1
ART-D	chart_v1	37	9	0	0.347958	1	-1
ART-D	chart_v1	38	9	0	0.32882	1	-1
ART-D	chart_v1	39	9	0	0.376395	1	-1
ART-D	chart_v1	40	9	0	0.313096	1	-1
ART-D	chart_v1	41	9	0	0.238429	1	-1
ART-D	chart_v1	42	9	0	0.230691	1	-1
ART-D	chart_v1	43	9	0	0.229166	1	-1
ART-D	chart_v1	44	9	0	0.608974	0	11
ART-D	chart_v1	45	9	0	0.231715	1	-1
ART-D	chart_v1	46	9	0	0.686831	1	-1
ART-D	chart_v1	47	9	0	0.468381	1	-1
ART-D	chart_v1	48	9	0	0.23692	1	-1
ART-D	chart_v1	49	9	0	0.401699	1	-1
ART-D	chart_v1	50	9	0	0.642011	1	-1
ART-D	chart_v1	1	10	0	0.519876	1	-1
ART-D	chart_v1	2	10	0	0.532244	1	-1
ART-D	chart_v1	3	10	0	0.37082	1	-1
ART-D	chart_v1	4	10	0	0.227866	1	-1
ART-D	chart_v1	5	10	0	0.288143	1	-1
ART-D	chart_v1	6	10	0	0.491682	1	-1
ART-D	chart_v1	7	10	0	0.225475	1	-1
ART-D	chart_v1	8	10	0	0.336487	1	-1
ART-D	chart_v1	9	10	0	0.39472	1	-1
ART-D	chart_v1	10	10	0	0.699494	1	-1
ART-D	chart_v1	11	10	0	0.372971	1	-1
ART-D	chart_v1	12	10	0	0.233158	1	-1
ART-D	chart_v1	13	10	0	0.412558	1	-1
ART-D	chart_v1	14	10	0	0.484808	1	-1
ART-D	chart_v1	15	10	0	0.375646	0	26
ART-D	chart_v1	16	10	0	0.432826	1	-1
ART-D	chart_v1	17	10	0	0.3066	1	-1
ART-D	chart_v1	18	10	0	0.877425	1	-1
ART-D	chart_v1	19	10	0	0.516135	1	-1
ART-D	chart_v1	20	10	0	0.576051	1	-1
ART-D	chart_v1	21	10	0	0.415343	1	-1
ART-D	chart_v1	22	10	0	0.301088	1	-1
ART-D	chart_v1	23	10	0	0.516322	1	-1
ART-D	chart_v1	24	10	0	0.692162	1	-1
ART-D	chart_v1	25	10	0	0.43662	1	-1
ART-D	chart_v1	26	10	0	0.735827	1	-1
ART-D	chart_v1	27	10	0	0.377873	1	-1
ART-D	chart_v1	28	10	0	0.225531	1	-1
ART-D	chart_v1	29	10	0	0.210626	0	33
ART-D	chart_v1	30	10	0	0.39534	1	-1
ART-D	chart_v1	31	10	0	0.819842	0	34
